label,text
smish,"আপনার BDT 5,000 গিফট কার্ড Aarong থেকে দাবি করুন। এখনই www.face3b00kurl.com ভিজিট করুন।"
normal,আমার জন্য কোনো খবর আছে?
smish,অ্যাপল আইফোন ১৪ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801817788990
normal,"তোমার বাসায় কেউ আছে? না, বাসায় আমি একলা। তোমরা?"
smish,সতর্কতা ! অর্ডার আইডি #MFHK98Z SONY Alpha SLT-A55 DSLR ক্যামেরার জন্য AMZ-এ আপনার কার্ড থেকে $765.00 চার্জ করা হয়েছে। বাতিল এবং ফেরত পেতে? আমাদের কল করুন + 1844 6620 383
smish,"কোনো MB লাগবে না Free তে করতে পারবেন।
কাজ Facebook+Messenger এ
প্রতিদিন 200-300 টাকা ইনকাম করতে পারবেন।
[ বিকাশ+নগদ+রিচার্জ ]"
smish,জরুরী ! আমাদের অ্যাপল অ্যাকাউন্টধারীর সাথে যোগাযোগ করতে হবে। আপনি যদি এই অ্যাকাউন্টটি পরিচালনা করেন তবে বার্তাটি পেতে আপনার পরিচয় যাচাই করুন৷
normal,০১৮২৭২৮২৭৪৮ নাম্বারে কল করুন।
smish,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য আপনাকে আরও তথ্য প্রদান করতে হবে:https://ow.ly/ xjfF50QsUP4"
smish,আপনার সিম কার্ডটি ব্লক করা হয়েছে। পুনরায় চালু করতে কল করুন +8801713344556
smish,"ফ্রি ইনকাম daily ১৫০০/-
https://t.me/DailyEarn_Money_bot?start=r09374471604"
normal,ভালোবাসা খুব দামী জিনিস। যত্ন করে রাখতে হয়। কারন ভালোবাশা একবার হারিয়ে গেলে জীবনে আর কোনো দিন ফিরে পাওয়া যায় না।
normal,তোমার কোথায় পৌঁছানো হয়েছে তা বলো।
promo,"Call duration 00:00:44, charged 0.92 Taka, remaining balance is   0.41  Taka"
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। যোগ দিন: promusic.co/components/interbank.com/
normal,"হ্যালো, কেমন আছো?"
smish,"প্রিয় ব্যবহারকারী, আপনি একটি বিনামূল্যের কনসার্টের টিকিট জিতেছেন। এই বার্তায় 'CONCERT' উত্তর দিন।"
smish,আপনার ক্রেডিট কার্ডের নিরাপত্তা নিশ্চিত করতে এখানে ক্লিক করুন: http://bit.ly/SecureCard
smish,আপনার পেন্ডিং বিলটি পেমেন্ট করুন এবং অবিলম্বে যোগাযোগ করুন +8801812345678
promo,"শেখ হাসিনা সরকারের সাফল্য:
২০০৮ সালে মোবাইল হ্যান্ডসেট উৎপাদন ছিল শূণ্য %, বর্তমানে দেশের ১৫টি কারখানা থেকে চাহিদার ৯৭% পূরণ হচ্ছে।"
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৭৩,৩০দিন cutt.ly/zwTmxzpd"
normal,এখানে অবস্থান করতে চাও?
smish,"প্রিয় গ্রাহক, আপনার সিটি ব্যাংক ক্রেডিট কার্ড আপডেট করা প্রয়োজন। দয়া করে আপনার তথ্য নিশ্চিত করতে 018XXXXXXXX নম্বরে কল করুন।"
smish,ঘরে বসে অনলাইন ইনকাম করুন! কোন প্রশিক্ষণ প্রয়োজন নেই। বিস্তারিত জানতে কল করুন: +৯১ ৮৯২৭৬২৩৭১৩
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
normal,কিভাবে সাহায্য করতে পারি?
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819900112"
smish,অভিনন্দন! আপনি Amazon উপহার কার্ডে $1000 জিতেছেন। দাবি করতে নীচের লিঙ্কে ক্লিক করুন. bit.ly/45673
normal,এমন কারো সঙ্গী হোন যে আপনাকে আল্লাহর কথা স্মরণ করিয়ে দেয়। – [ড. বিলাল ফিলিপ্স]
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801818899001
normal,"আপনার একাউন্ট থেকে ২০০০/- টাকা কাটা হয়েছে, বিস্তারিত জানতে কল করুন।"
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
smish,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801713233245"
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
promo,"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: cutt.ly/lwMwLrfw"
normal,আপনার একাউন্ট থেকে বন্যার্তদের জন্য ২০০০/- টাকা প্রদান করা হয়েছে
normal,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।"
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
normal,"তুমি একা নও, আমরা সবাই তোমার পাশে আছি।"
smish,"৫,০০০ টাকা বিনিয়োগে ১৫,০০০ টাকা অর্জন করুন! কল করুন: +8801916677889"
smish,প্রিয় গ্রাহক আপনার নাম্বারের ১০ জিবি ইন্টারনেট এবং ১০০ মিনিট ফ্রি পেতে নিচের লিংকে ক্লিক করুন
normal,শুভ রমজান!
smish,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি হোটেল বুকিং জিতুন! আজই ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php
smish,"🔥Allready Listed🔥 
600k হলেই Withdraw ✅💸
600k = 7.8 usdt 😛
যারা যারা মিস করেছেন এখনও সুযোগ আছে।Pepe🔥🔥  অলরেডি লিস্টেড উড্রো হচ্চে।
দেরি না করে এখনি মাইনিং শুরু করে দিন 🔥
https://t.me/pepe_miner_game_bot?start=5825648889"
smish,"প্রিয় ব্যবহারকারী, সমাজসেবা অফিস থেকে আপনার রেমিট্যান্স অ্যাকাউন্ট সাময়িকভাবে স্থগিত করা হয়েছে। পিন সহ অ্যাকাউন্টটি দিন যা পুনরায় প্রতিক্রিয়ার জন্য দেওয়া হয়েছে।পিন:23456"
smish,"প্রিয় ব্যবহারকারী, আপনি কি বাস ভাড়া নিয়ে চিন্তিত, এই ঈদে সস্তায় বাসের টিকেট পেতে এখনই নিচের লিঙ্কে ক্লিক করুন।"
smish,আপনার সঞ্চয় দ্বিগুণ করুন! এখনই কল করুন: +8801919876543
normal,কি খবর তোমার?
smish,নেটওয়ার্ক মার্কেটিং করে প্রতিদিন ৫০০ থেকে ৫০০০ টাকা 💸 ইনকাম করতে চান? কিভাবে মার্কেটিং করবেন আমি শিখিয়ে দিব ফ্রিতে কোন টাকা লাগবে না আগে কাজ দেখবেন প্রমাণ দেখবেন ভালো লাগলে কাজ করবেন কেউ কাজ করতে চাইলে ইনবক্স করুন ❤️‍🩹
smish,বাংলাদেশ ব্যাংক থেকে একটি জরুরি বার্তা এসেছে। কল করুন: +8801914567890
promo,নতুন ক্লায়েন্টদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ২০% ছাড়।
normal,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।"
normal,"আপনাকে জরুরি কল করতে হবে, ০১৭৬৩৭২৮৯৩৭ নাম্বারে।"
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,আপনার ব্যাংক অ্যাকাউন্টের নোটিফিকেশন পাওয়া যাচ্ছে না। দয়া করে এখানে ক্লিক করুন: http://bit.ly/UpdateNotify
promo,বিকাশ অ্যাপে skitto deals এ ৩০টাকা পর্যন্ত ক্যাশব্যাক cutt.ly/8HBaVWF
normal,আমি প্রায় সপ্তাহে একবার মাঠে যায়।
smish,আপনাকে চাকরির জন্য নির্বাচন করা হয়েছে। প্রতিদিন ৩৫০০ টাকা করে বেতন পাবেন। আরও জানতে ক্লিক করুন https://api.whatsapp.com/send/?phone=8801328101352
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
normal,তোমার প্রতিভা অসাধারণ।
promo,"স্পেশাল ডিল শেষ দিন,৩০জিবি @৩০০৳,৩০দিন! আজই নাও- cutt.ly/jwkuSC76"
smish,আপনার ব্যাংক অ্যাকাউন্টের পাসওয়ার্ড পরিবর্তন করুন। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/ChangePassword
smish,আপনি একটি জরুরি বার্তা পেয়েছেন। এটি দেখতে এখানে ক্লিক করুন: [urgentmsg.net/MessageBD]
normal,"কষ্ট পেয়ো না, সব ঠিক হয়ে যাবে।"
smish,"এখনই খেলুন, জিতে নিন ৫টি স্মার্টফোন! সুযোগ হাতছাড়া করবেন না, ক্লিক করুন: https://cutt.ly/Deo ; ট্যাক্সসহ চার্জ ২.৭৮ টাকা/দিন।"
smish,"১৫,০০০ টাকা বিনিয়োগে ৪৫,০০০ টাকা অর্জন করুন! কল করুন: +8801913233345"
normal,তুমি কী করবে?
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
promo,"৳৮০ ক্যাশব্যাকে বেশি বেশি ডাটা ৩০জিবি@৳৩১৯, ৩০দিন cutt.ly/aw59tNYD"
smish,"https://t.me/DailyEarn_Money_bot?start=r07709397116 ফ্রী ইনকাম করতে চাইলে ক্লিক করুন,🤞"
smish,"প্রিয় গ্রাহক, আপনার ব্যাংক অ্যাকাউন্টে $500 যোগ হয়েছে। এই পরিমাণ নিশ্চিত করতে এই লিঙ্কে ক্লিক করুন এবং আপনার তথ্য আপডেট করুন"
smish,আপনার ফেসবুক অ্যাকাউন্ট হ্যাক হয়েছে। পুনরুদ্ধার করতে নিম্নোক্ত লিঙ্কে ক্লিক করুন এবং আপনার তথ্য দিন:https://cutt.ly/leoAI
smish,"ফুটবলে বাজি ধরুন এবং ৫,০০০ টাকা ক্যাশব্যাক জিতুন। এখনই যোগ দিন: phlebolog.com.ua/libraries/joomla/results.php"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,"🔥Allready Listed🔥 
600k হলেই Withdraw ✅💸
600k = 7.8 usdt 😛
যারা যারা মিস করেছেন এখনও সুযোগ আছে।Pepe🔥🔥  অলরেডি লিস্টেড উড্রো হচ্চে।
দেরি না করে এখনি মাইনিং শুরু করে দিন 🔥
https://t.me/pepe_miner_game_bot?start=5825648889"
smish,আইএসএলে বাজি ধরুন এবং একটি নতুন স্মার্টফোন জিতুন। এখানে ক্লিক করুন: super1000.info/docs
normal,ছুটি কবে নিচ্ছো?
smish,আপনার মোবাইল ব্যাংকিং অ্যাকাউন্ট আপডেট করতে কল করুন +8801911122334
smish,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801810900912"
normal,০১৮২৭৩৮২৭৩৯ এই নাম্বারে দ্রুত টাকা পাঠাও।
promo,‘বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে  অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd
promo,"বেশি বেশি আড্ডা+ইন্টারনেটিং,নাও ৫জিবি+১৫০মি@৳১৫৯,৭দিন cutt.ly/owEyhCVt"
normal,আমার জন্য কোনো নতুন খবর আছে?
smish,৮.২০০ বিনামূল্যে বোনাস! ৮.৫০০০ জেতার সুযোগ। https://cutt.ly/Cr1ket
normal,সুবর্ণ সন্ধ্যা!
smish,সপ্তাহে 5100 টাকা ইনকাম করতে পারবেন।বাড়িতে বসে ছাত্রী/গৃহিনীদের কাজের ব্যাবস্থা করা হয়েছে।কাজ করতে  চাইলে hi পাঠান।
smish,বিপিএল বাজি ধরুন এবং একটি ফ্রি ঘড়ি জিতুন। এখনই ক্লিক করুন: smilesvoegol.servebbs.org/voegol.php
smish,"জরুরী ভিত্তিতে নিয়োগ: 
অফিস সহকারি
থাকা খাওয়ার সুন্দর ব্যবস্থা আছে"
normal,আপনি কী করছেন?
smish,অ্যাপল থেকে একটি বিনামূল্যের আইপ্যাড জিতে নিন! প্রবেশ করতে নিম্নলিখিত লিঙ্কে যান: iPad.apples.com/youreanidiot
promo,"ফুলঅন আড্ডা+ইন্টারনেটিং করতে ৬১জিবি+১০০০মি@৳৮৯৯,৩০দিন cutt.ly/LwEXIUPL"
smish,"২,০০০ টাকা বিনিয়োগ করুন এবং ৫ মিনিটে ৪,০০০ টাকা পান! কল করুন: +8801714567890"
smish,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ"
normal,আপনি কি করছেন?
normal,আপনার পাওনা টাকা পরিশোধ না করলে সমস্যা হবে।
promo,"ঢাকা-মাওয়া এক্সপ্রেসওয়ে সংলগ্ন আবাসিক প্লট কাঠা নিম্ন২লক্ষ
01894939231"
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
smish,ক্যাসিনোতে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি হোটেল বুকিং জিতুন! শুরু করুন: phlebolog.com.ua/libraries/joomla/results.php
normal,কি খাবেন দুপুরে?
normal,তুমি কি রেস্টুরেন্টে যাচ্ছো?
smish,মাশরাফির সই করা গ্লাভস জিততে ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe
promo,সব কসমেটিক্সে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
promo,“দ্বাদশ জাতীয় সংসদ নির্বাচনে অংশগ্রহণে ইচ্ছুক প্রার্থীগণ প্রচলিত পদ্ধতির পাশাপাশি অনলাইনেও মনোনয়নপত্র দাখিল করতে পারবেন। অনলাইনে মনোনয়ন দাখিল করতে কমিশনের ওয়েবসাইট www.ecs.gov.bd-এ প্রবেশ করুন”-ইসি
smish,আপনার ব্যাংক একাউন্ট ভেরিফাই করতে কল করুন +8801812233445
normal,আমি সকালে বাজারে যাচ্ছি।
smish,সুসংবাদ!!! নগদ পুরস্কার পেতে এবং আরও পুরস্কার পেতে বন্ধুদের যোগ করুন। যোগাযোগের তথ্য:0186970789
smish,"বেকার যুবক, যুবতী, গৃহিণী, রিটায়ার্ড ব্যক্তিদের জন্য ঘরে বসে অনলাইনে স্বল্প সময়ে প্রচুর টাকা উপার্জন করার সুবর্ণ সুযোগ"
normal,আশা করি তোমার সফলতা হোক!
smish,bKash অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801718899001
normal,তোমার এখন কি কাজ হচ্ছে?
smish,"Hi dear,  You can work from home and earn 2000 taka every day. To accept this job, click: https://wa.me/8801872825931"
promo,ক্যাশব্যাক পাও upto 99tk! skitto app থেকে চিল ডিলে- cutt.ly/aAhiAsI
normal,আমি সকালে একটি কফি খেয়েছি।
smish,"নিজের খরচ নিজেই চালাতে পারবেন, এমন ভালো একটা জব আছে, ঘরে বসে করতে পারবেন।
বেতনঃ ১৫০০০ টাকা।
যোগ্যতা: বাংলা পড়তে পারলে হবে।"
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/
smish,১০০% নিশ্চিত স্বাস্থ্য বীমা সুবিধা। কোন প্রিমিয়াম নেই। আজই আপনার স্বাস্থ্য সুরক্ষিত করুন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯
smish,আপনি একটি গুরুত্বপূর্ণ নোটিফিকেশন পেয়েছেন। এটি দেখতে এখানে ক্লিক করুন: [notifyme.org/ImportantBD]
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
normal,"তুমি একা নও, আমরা সবাই তোমার পাশে আছি।"
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801813344556"
smish,আপনার কাছে Amazon থেকে $200 নগদ মূল্য রয়েছে 2 দিনের মধ্যে মেয়াদ শেষ হবে৷ আমরা আপনাকে $500 পর্যন্ত পাওনা দিতে পারি। একটি সাম্প্রতিক সিদ্ধান্তের কারণে গত বছর আমরা আপনাকে অনেক বেশি চার্জ করতে পেরেছি। আপনার স্বয়ংক্রিয় সঞ্চয় প্রস্তুত.
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈"
normal,বাসায় খুব শান্তি আছে।
smish,আপনার ব্যাংক অ্যাকাউন্টে লগইন সমস্যা হচ্ছে? এখানে ক্লিক করুন: http://bit.ly/LoginHelp
normal,শুভ অক্টোবর!
normal,কঠোর পরিশ্রমই সাফল্যের পথ।
promo,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৮"
normal,আমি যে ব্যাপারটি অনেক দুঃখ পেয়েছি সেটি হল বাসায় থাকা।
smish,রিয়াল ক্যাসিনোতে ২০০% পর্যন্ত বোনাস পেতে আজই জয়েন করুন।
normal,তুমি সাফল্যের জন্য তৈরি।
smish,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801815455567"
smish,শাকিব আল হাসানের সাথে একান্ত সাক্ষাতের সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। এখনই শুরু করুন: xini.eu/00Qe
smish,আপনার ক্রেডিট কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: http://bit.ly/UnblockCard
smish,জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801719900112
normal,তোমার সকল ইচ্ছা পূরণ হোক!
normal,আমি আপনাকে আমার পরিচিত স্থানটি ডাবল চেক করলাম যা মধ্যে এখনো করতে হয় যা আমি ...
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
smish,মাশরাফির সাথে ডিনার করার সুযোগ পেতে বিপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/
normal,তোমার জন্য একটি ভালো দিন!
smish,"সোনালী ব্যাংক অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801817788990"
smish,আপনার পুরস্কারের টাকা পেতে কল করুন: +8801811234567
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
promo,[Pathao] Pathao অ্যাপ-এ লগ-ইনের জন্য 589579 কোডটি ব্যবহার করুন৷
normal,তুমি কি পার্টিতে যাচ্ছো?
smish,"আপনি কি এমন একটি নমনীয় চাকরি খুঁজছেন যা আপনি বাড়ির আরামদায়কতা থেকে করতে পারেন? আমরা বর্তমানে ডেটা এন্ট্রি পজিশনের জন্য নিয়োগ করছি। কোন অভিজ্ঞতার প্রয়োজন নেই এবং আপনি প্রতি সপ্তাহে $2,000 পর্যন্ত উপার্জন করতে পারেন!"
normal,তোমার পাশে একটি পাথুরি আছে। ধন্যবাদ।
smish,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না চাইলে ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।"
promo,বোনাস সহ ৫জিবি-৮৫টাকা-৭দিন। নিতে ডায়াল *১২১*৫৬৫১# বা mygp.li/mo
smish,আপনার নম্বরটি পুরস্কার জিতেছে। বিস্তারিত জানতে কল করুন +8801713344556
smish,শাকিবের সই করা গ্লাভস জিততে আইপিএলে বাজি ধরুন। এখনই ক্লিক করুন: promusic.co/components/interbank.com/
smish,"প্রিয় প্রার্থী,
আপনি বাছাই করা হয়েছে
ব্র্যাক ব্যাংক পিএলসি-এর জন্য রিলেশনশিপ এক্সিকিউটিভ"" পদের জন্য প্রাথমিক সাক্ষাৎকার। Mhadi সাপোর্ট সার্ভিসেস লিমিটেডের চাকরির অধীনে। তারিখ-২৯ এপ্রিল (সোমবার), 2024। সময়-2.00 PM। বেতন-24000/- আপনাকে অবশ্যই একটি আপডেট করা CV এবং SSC সার্টিফিকেটের ফটোকপি আনতে হবে। ঠিকানা: গুলশান গ্রেস, 8 সাউথ গুলশান এভিনিউ, লেভেল-5, ২য় বিল্ডিং। গুলশান-১, ঢাকা। (প্রকার: অবস্থান পেতে গুগল ম্যাপে ""মাহাদি কর্পোরেট অফিস"") শুভেচ্ছা,
মাহাদি সাপোর্ট সার্ভিসেস লিমিটেড।"
normal,"হাই, কেমন আছো?"
smish,"সোনালী ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! কল করুন: +8801712122234"
promo,"লোটোতে শুধুমাত্র আজকের অফার
নির্দিষ্ট পণ্যে
১টি কিনলে ১টি ফ্রী
শপ্র"
promo,"লি কুপারে ফ্ল্যাট ৫০% ছাড়
সকল শার্ট, জিন্স, গ্যাবারডিন
আজ ও কাল
শপ্র"
normal,"তুমি অনেক শক্তিশালী, তুমি এই কষ্টটা পারবে।"
smish,"সোনালী ব্যাংক থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে কল করুন: +8801717677789"
normal,"ওহ, আমি সিরিজগুলো দেখতে শুরু করেছি, কিন্তু এখন খেলাধুলা আর ঘুরাঘুরি ছাড়া সময় পাচ্ছি না। মি. রোবট সিজন ২ শুরু করেছি, হ্যাকিং নিয়ে, বেশ রিয়েলিস্টিক। তবে কাজের মধ্যে বিরতি দেওয়া কঠিন।"
normal,০১৭২৮২৯১৭৬৫ এই নাম্বারে রকেটে ৫০০ টাকা দাও।
smish,"https://t.me/Referincomebd4536_bot?start=r05806279516
আপনারা যদি প্রতিদিন ২০০/৩০০ টাকা ইনকাম করতে চান তাহলে এই লিঙ্ক এ ক্লিক করুন টাকা ইনকাম করতে পারবেন আমি নিজে পেমেন্ট পাইসি"
normal,আপনার গাড়ির সার্ভিসিং-এর সময়সীমা শেষ হয়ে গেছে। দ্রুত যোগাযোগ করুন ০১৮৭৬৫৪৩২১।
normal,"কষ্ট পেয়ো না, সব ঠিক হয়ে যাবে।"
promo,"নতুন ডিলে সব বেশি বেশি, নাও ৩৫জিবি+৫০০মি.@৪৯৯৳,৩০দিন cutt.ly/vw3aL7Xn"
normal,মিঠু ভাইয়ের নাম্বারে টাকা দিয়ে তারপর আসিস।
normal,তুমি কি সুইমিং করছো?
normal,কেমন আছে আপনার দিনটি?
smish,"প্রতি রেফারে 75 টাকা সর্বনিম্ন 500 টাকা উইথড্র করতে পারবেন। 

https://t.me/Referincomebd4536_bot?start=r07921710994"
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
promo,"১৮ মে আন্তর্জাতিক জাদুঘর দিবস। এবারের প্রতিপাদ্য : ""জাদুঘর, স্থায়িত্ব ও সমৃদ্ধি ""। এ উপলক্ষ্যে বাংলাদেশ জাতীয় জাদুঘরের দিনব্যাপী আয়োজনে আপনি সাদরে আমন্ত্রিত। "
normal,এটা সালিমের নাম্বার  ওকে কল দিস আসার সময় ০১৭৩৮৮৩৮৮৩৮
smish,আপনার মোবাইল সিম পুনরায় চালু করতে কল করুন +8801915566778
smish,দয়া করে আপনার ছেলের সমস্যার জন্য তাড়াতাড়ি টাকা পাঠান।
normal,"আমার একাউন্টে ৫০ হাজার টাকা আছে , এই ০১৭৩৮৮৩৮৮৪ নাম্বারে খোলা দেখো চ্যাক করে।"
normal,শুভ কলকাতার কল্যাণ মেলা!
normal,কেমন আছো তুমি?
normal,আত্মবিশ্বাস নিয়ে সামনে এগিয়ে যাও।
normal,"আপনার পেমেন্ট বাকি রয়েছে, ০১৭২৮২৭৩৮১৯ টাকা পাঠান।"
smish,"দিনে ২০০-৩০০ টাকা ইনকাম করতে চাইলে লিংকে ক্লিক করুন
https://t.me/Referincome3838_bot?start=r02263807585"
normal,"রাগ করে কখনো ভালোবাসার মানুষকে কষ্ট দিতে নেই। রাগ কড়ে বেশি অবহেলা করতে নেই, ভালোবাসার মানুষকে। এতে করে জীবনের সবচেয়ে দামী জিনিস, ভালোবাসার মানুষকে হারাতে হয়।"
promo,"১৮০৳ ক্যাশব্যাক শেষ দিন,নাও ৬১জিবি+১০০০মি@৳৭১৯,৩০দিন: cutt.ly/wwE5YMXC"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
smish,"ফুটবল স্টার খেলে ১০,০০০ টাকা জিতুন প্রতি সপ্তাহে সপ্তাহে যোগাযোগ startop-offer.top"
smish,"আপনার ক্রেডিট কার্ডটি আপডেট করুন, না হলে এটি বন্ধ হয়ে যাবে। এখানে ক্লিক করুন: [creditsecure.com/UpdateBD]"
normal,"হ্যালো, কি খবর?"
normal,"আমি ঠিক আছি, ধন্যবাদ।"
normal,"আমি এখানে আছি, আপনি কোথায়?"
promo,বিটিআরসি'র ডাটাবেজে হ্যান্ডসেটটি নিবন্ধিত নয়। হ্যান্ডসেটটি স্বয়ংক্রিয়ভাবে নিবন্ধন করা হবে। 
smish,আপনার ব্যাংক অ্যাকাউন্টের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyInfo
smish,আপনার bKash অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় সক্রিয় করতে কল করুন: +8801819876543
smish,মাশরাফির সাথে ফ্রি ট্রিপ জিততে আজই ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe
smish,নগদ অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadErrorBot2
smish,"১১০ টাকা এড ফি
🤩টাইপিং জব করবেন
১টা টাইপিং করলে ১০০ টাকা
২টা টাইপিং করলে ২০০টাকা
😇প্রতিদিন ৬০০-৮০০৳ ইনকাম করতে পারবে।
এভাবে যতগুলো টাইপিং করবেন তত টাকা পাবেন।
ডেইলি পেমেন্ট করা হয়।"
smish,আপনার ব্যাংক অ্যাকাউন্টে ৫ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: +8801910900912
smish,অভিনন্দন! আপনি The Daily Star-এর বিনামূল্যে সাবস্ক্রিপশন জিতেছেন। দাবি করতে 016XXXXXXXX এ কল করুন।
