message,label
क्या हम अभी भी वीकेंड के लिए ऑन हैं?,ham
अच्छा काम करते रहो  प्रगति अद्भुत लग रही है!,ham
मैं तुम्हें फिर से देख सकता हूँ:-पी,ham
आपकी मदद के लिए मैं आभारी हूँ।,ham
क्या आपके पास आज दोपहर समय है?,ham
एमटीवी रोडीज़ में तीन एमएसटी मेहनती लोग कौन हैं? रघु रणविजय और सोचिये? यह वह आदमी है जो गालियों को सेंसर करने के लिए बीप बटन दबाता है!!!,ham
ओमेक्स फ़ॉरेस्ट-सूरजकुंड अल्ट्रा लक्ज़री अपार्टमेंट-2520 वर्गफुट से बीएसपी @5500 रुपये/वर्ग। केवल फीट 114 फ्लैट। लाइसेंस प्राप्त। कृपया राजेश को कॉल करें 09810238760,spam
खाता 9134 में 09-10-2024 को 18:18:27 पर मोब बैंक द्वारा ₹1000.00 जमा किया गया। संदर्भ संख्या 428390993942। उपलब्ध शेष राशि ₹5284.35। कभी भी OTP/PIN/CVV साझा न करें - यूनियन बैंक ऑफ इंडिया।,ham
एचडीएफसी बैंक के ग्राहकों के लिए विशेष ऑफर! एचडीएफसी बैंक खाते का उपयोग करके यात्रा या मूवी टिकट बुक करने या जीपे पर खरीदारी करने पर फ्लैट 10% कैशबैक। 30 जून तक छूट। नियम एवं शर्तें लागू,spam
पहले तुम्हारी मदद के लिए दिल से धन्यवाद! बहुत आभार!,ham
कृपया जब आपके पास कुछ खाली समय हो तो मुझसे संपर्क करें।,ham
"भाई आज बिना डिनर के सो गया मैं, इतना lazy फील कर रहा था… सोच रहा था, diet पर हूं",ham
आत्मविश्वास आपके जीवन के रास्ते को नया दिशा दे सकता है।,ham
"रोमांचक रात की मस्ती का वादा! क्या आप कुछ अलग और रोमांचक अनुभव करना चाहते हैं? हमारी वेबसाइट पर जुड़ें और मस्ती से भरी रातों का आनंद लें!
यहां क्लिक करें और जानें कि कैसे आपकी रातों में रोमांच भर सकता है!
मस्ती का हर पल, आपकी सभी इच्छाओं के लिए!",spam
क्या आप अंशकालिक आय की तलाश में हैं! यदि आप हैं तो 100% प्राकृतिक एलोवेरा और शहद उत्पादों के व्यावसायिक अवसर में आपका स्वागत है। कोई निवेश मुक्त प्रशिक्षण नहीं। कॉल करें:9310010818,spam
"पेश है JioSafe - 5 स्तरों की सुरक्षा के साथ वास्तव में सुरक्षित वॉयस, वीडियो और कॉन्फ्रेंस कॉलिंग के लिए। अभी डाउनलोड करें: www.jiosafe.com/get",spam
"हां, वह 2 बजे आया और बहुत माफ़ी मांग रहा था। n बाहरी लड़की थी और वह बच्चे की तरह व्यवहार कर रही थी और वह जाल में फंस गई। दोपहर 2 बजे तक! लेकिन हम वहां नहीं जायेंगे! बहुत बुरा नहीं चल रहा है चीयर्स। आप?",ham
"प्रेजेंटेशन बढ़िया था, आपका काम सराहनीय है!",ham
सही निर्णय ही जीवन में सफलता का रास्ता दिखाते हैं।,ham
आपको किसने कहाँ,ham
"बस, थोड़ा ब्रेक लेकर कुछ रिलैक्स करने की कोशिश करता हूँ... कभी कभी मूवी देख लेता हूँ या फिर एक बार दोस्तों के साथ हैंगआउट कर लेता हूँ",ham
तुम्हारी बहन कैसी है?,ham
इतनी जल्दी नहीं कहा...तुमने पहले ही कहा हो...,ham
अपने आप को सरकारी एजेंसीयों/रिज़र्व बैंक (RBI) के अधिकारी बताकर पैसे ट्रांसफ़र करने की मांग करने वाले साइबर अपराधियों के कॉल से सावधान रहें। 1930 पर कॉल करें या cybercrime.gov.in पर रिपोर्ट करें। -RBI,ham
"सॉरी, मेरी बैटरी खत्म हो गई। मैं आ सकता हूँ, लेकिन अभी मैं सिर्फ एक लाने वाला हूँ। तुम्हारा घर कहाँ है?",ham
"हर दिन आपके लिए एक नया अवसर लेकर आता है, उसे पकड़ें।",ham
यदि आपके कोई प्रश्न हों तो कृपया निःसंकोच मुझसे संपर्क करें।,ham
आपको चेतन भगत की कौन सी किताब सबसे अच्छी लगी? 1) फाइव पॉइंट समवन 2) 2 स्टेट्स 3) मेरे जीवन की 3 गलतियाँ 4) वन नाइट @ द कॉल सेंटर ^1/ 2/ 3/ 4,spam
अपनी गलतियों से सीखना ही असली ज्ञान है।,ham
मुझे लगता है 5-10 मिनट और,ham
"मुझे लगता है कि इसमें मेरी गलती है, मैंने बेहतर बातचीत के अभाव के कारण उन चीजों के बारे में बात करना शुरू कर दिया जो आपको पसंद नहीं हैं। श्री. :) हां, आपको 2 कॉल, 4 डिस संदेश की आवश्यकता नहीं है। मैं समझ गया. :)",ham
"अनलिमिटेड 5जी डेटा + 22 ओटीटी = एयरटेल प्रीपेड सिम! अपना सिम ऑर्डर करें और बिना किसी अतिरिक्त लागत के होम डिलीवरी का आनंद लें। i.airtel.in/getprepatti7 पर क्लिक करें
नियम एवं शर्तें लागू करें.",spam
सफलता पाने के लिए मेहनत की कुंजी को कभी न छोड़ें।,ham
"💵🤑 हैलो दोस्तों, जैसा कि आपको पता है, मैं ग्रुप में डेली स्क्रीनशॉट डालता हूँ पैसे डबल करने के और सभी की मदद करता हूँ ❤️❤️❤️❤️

🤑 दोस्तों, अगर आपको भी Dream 11 में पैसा हार गया है या आपको किसी इमरजेंसी में पैसे की जरूरत है, तो मैं आपकी मदद कर सकता हूँ 💰💰💰💵💵💵

🤑 मैं आपका पैसा डबल कर सकता हूँ, केवल 5 मिनट लगेंगे और तुरंत आपको पेमेंट मिल जाएगा, और बड़ा प्रॉफिट होगा 💵💵💵🥰💵🥰🥰🥰

🤑 हमारे ग्रुप के सभी सदस्य अपना अमाउंट डबल करवा रहे हैं और बड़ा प्रॉफिट जीत रहे हैं 💥💥💥✅✅💵

ऑफर्स। ऑफर्स। ऑफर्स ✅
⭐️⭐️⭐️⭐️⭐️💷💶",spam
मैं एक कागज की तरह हूँ! आप अपनी भावनाएं लिख सकते हैं! अपने आँसुओं को सोखने के लिए मेरा उपयोग करो! उपयोग के बाद मुझे मत फेंको क्योंकि जब तुम्हें ठंड लगेगी तो मैं तुम्हें गर्म करके खुद को जला लूंगा। शुभ रात्रि,ham
"🎁1️⃣ एजेंटों के लिए लॉटरी रेफरल पुरस्कार (चित्र 1 (https://t.me/b1lotteryfirstaid))

✅ एजेंट पहले, दूसरे और तीसरे रिचार्ज या सदस्यों पर रेफरल बोनस प्राप्त कर सकते हैं‼️

🔽उदाहरण के लिए:
➡️सदस्यों का पहला रिचार्ज ₹200, एजेंट रेफरल बोनस ₹48 है
➡️सदस्यों का दूसरा रिचार्ज ₹300, एजेंट रेफरल बोनस ₹88 है
➡️सदस्यों का तीसरा रिचार्ज ₹5000, एजेंट रेफरल बोनस ₹500 है
🎁 𝘿𝘼𝙄𝙇𝙔
✅ एजेंट एक दिन में रेफरल की कुल संख्या के आधार पर अतिरिक्त वेतन प्राप्त कर सकते हैं‼️
⭐️उदाहरण के लिए:
➡️ एक दिन में 3 सदस्यों को आमंत्रित करें (प्रत्येक सदस्य ₹100 जमा करें, एजेंट का अतिरिक्त वेतन ₹88 है)
➡️ एक दिन में 20 सदस्यों को आमंत्रित करें (प्रत्येक सदस्य ₹100 जमा करें, एजेंट का अतिरिक्त वेतन ₹800 है)
➡️ एक दिन में 100 सदस्यों को आमंत्रित करें (प्रत्येक सदस्य ₹300 जमा करें, एजेंट का अतिरिक्त वेतन ₹13000 है)
🔔 ₹58 निःशुल्क पाने के लिए साइन अप करें, हमारी टीम में शामिल हों और तेजी से पैसा कमाएं 🔔
😬 https://usdtbet6.net/#/register?invिटेशनCode=864652392920
🟠 1 लॉटरी ग्राहक सेवा (https://t.me/lottery1Prediction)",spam
न्यू विंटर वियर जोड़ा गया @ थॉमस स्कॉट 1 खरीदें और 3* + 1* मुफ़्त लें ऑरफ्लैट 60% की छूट पवन मेगा मार्ट गंगटोक के ऊपर एमजी मार्ग पर,spam
मेहनत और समर्पण से ही आप अपनी मंजिल तक पहुँच सकते हैं।,ham
"अब मैं बस आराम करना चाहता हूँ, एक लंबे दिन के बाद।",ham
अगर अमेरिका में बिजली जाती है तो वे बिजली कार्यालय में फोन करते हैं। जापान में वे फ़्यूज़ का परीक्षण करते हैं लेकिन भारत में वे पड़ोसी के घर की जाँच करते हैं सबकी गई है ना तब ठीक है:-),ham
"Ai CR शुभांशु, कल डीएस कक्षा का समय 10 से 11 बजे है या 1 से 2 बजे? कृपया पुष्टि करें",ham
मैं चाहता हूं कि आप मुझे कॉल करें और चीजों को सुधारें।,ham
"अब सभी रेडीमेड सूटों पर 50% की छूट, सभी स्टोर्स बॉम्बे सेलेक्शन्स, सभी 7 दिन खुले रहेंगे",spam
"जो कठिनाइयों को चुनौती मानते हैं, वे सफलता की ओर बढ़ते हैं।",ham
मुफ़्त यात्रा! अपने परिवार के लिए मुफ़्त दुबई यात्रा जीतें। जानकारी के लिए 0123456789 पर कॉल करें।,spam
आपका ड्रीम करियर बस कुछ ही कदम दूर है। कोडिंग ब्लॉक्स लाइव कोर्स के साथ MAANG जैसी कंपनियों के लिए प्लेसमेंट सहायता प्राप्त करें। अभी रजिस्टर करें: b3m.in/37yrqx,spam
सिर्फ और सिर्फ ₹2300 रुपए investment से ₹500000 कमाइए। लिंक क्लिक करना 👇🏻👇🏻👇🏻https://wa.acffsad.cache.potta,spam
आपके लिए अनोखा निवेश अवसर! आपको ऐसे निवेश का अवसर दिया जा रहा है जो आपको मालामाल बना सकता है। तुरंत रजिस्टर करें: [http://wealth-growth-scheme.co]।,spam
"मुझे एक बार फिर अपनी email आईडी भेजें
मैं आपको लिंक भेज रहा हूं",ham
मुझसे ये बता तू कब फ्री होगा?,ham
"ज़ोमैटो, स्विगी और बिगबास्केट पर 10% की अतिरिक्त छूट का आनंद लें!",spam
रामायण पढ़ो जीबन जीने की आदर्श मिलेगा ।,ham
लड़कियों के बिना दुनिया की कल्पना करें...गलिया सनसनकॉलेज विरंदुनिया परेशांतन्हा इंसान जानुना जहांर तरफ बस दोस्ताना और जय हनुमान.!!,ham
एमएसएमई ऋण 2024 के लिए आवेदन करें - मोबाइल नंबर सत्यापित करें और अपनी पात्रता मिनटों में जांचें! SR3.in/O35i3B-1Ei78i70i7C0,spam
आधी लड़ाई तो तब जीतनी है जब तुम यह कर सकते हो!,ham
नया ऑफर! पावर सेवर के साथ 40\% तक बिजली बिल बचाएं (सरकारी लैब द्वारा परीक्षण किया गया) रु.1050/- (फ्री होम डिलीवरी) 3 साल। गारंटी कॉल 9911418813 9718201099,spam
आपकी मदद के लिए हेल्थियंस 9289628086 पर कॉल करें,spam
आपको बधाई हो 100 सीडी वाउचर या 125 उपहार की गारंटी और मुफ्त प्रवेश 2 100 साप्ताहिक ड्रा टीएक्सटी म्यूजिक से 87066 टीएनसीएस www.dewrd.com1win150ppmx3age16,spam
"स्वास्थ्य बीमा पॉलिसी का नवीकरण । प्रिय ग्राहक, आपकी स्वास्थ्य बीमा पॉलिसी का नवीकरण समय पर करें। अधिक जानकारी के लिए हमसे संपर्क करें।",ham
"ज़ोमैटो, स्विगी और बिगबास्केट पर अतिरिक्त 10% डिस्काउंट प्राप्त करें!",spam
"आपका पुराना फोन वापस पाने का मौका! प्रिय ग्राहक, आपके पुराने फोन को वापस पाने का मौका है। यहाँ क्लिक करें: [https://www.amazon.com/Amazon-Renewed/b?ie=UTF8&node=12653393011]।",spam
तुम मुझे देख सकते थे.. मैंने तुम्हें पहचान नहीं पाया। :),ham
सुनो आशु जल्दी ठीक हो जाओ हम खाने चलेंगे मेरे पसंदीदा जगह में,ham
"Google Pay पर 899 रुपये के प्लान के साथ Jio नंबर 9354705380 को रिचार्ज करें और पाएं 90 दिन की वैधता, 2 GB/दिन + 20 GB अतिरिक्त डेटा और अनलिमिटेड 5G डेटा, वॉयस कॉल्स! नियम और शर्तें: https://gpay.app.goo.gl/yd1TrN",spam
आशा है कि अब आप अच्छा महसूस कर रहे होंगे।,ham
वीडियो कैसा था?,ham
सफलता उन्हीं को मिलती है जो हार मानने का नाम नहीं लेते।,ham
आप कैसे हैं? मैं तुम्हें बहुत याद कर रहा हूँ,ham
हर कठिन प्रयास आपको आगे की ओर बढ़ाएगा।,ham
"बिना निवेश ₹5,000/दिन कमाएं। अभी जॉइन करें: https://quickmoney.top/kL8MJN97 -EarnMoney।",spam
"प्रिय सदस्य, एक शानदार मौका!
कॅपिटल एफएम के विशेष ड्रॉ में शामिल होकर आप क्रूज यात्रा और ₹20,000 नकद जीत सकते हैं!
इसमें भाग लेने के लिए आपको कोई खरीदारी करने की आवश्यकता नहीं है। अगले महीने के ड्रॉ में स्वचालित रूप से शामिल होने के लिए अभी जुड़ें।
अधिक जानकारी के लिए:
[लिंक 1 - कैसिनो प्लेटफ़ॉर्म]
[लिंक 2 - स्पोर्ट्सबुक]",spam
मेरे पास जॉगिन थी. सो जाऊंगा.,ham
"सपने पूरी तरह तभी साकार होते हैं, जब आप उन पर काम करना शुरू करते हैं।",ham
क्या आप रास्ते में कुछ किराने का सामान ले सकते हैं?,ham
"प्रिय यूजर, Paytm UPI के साथ भुगतान आसान बनाएं। किसी भी स्टोर पर मनी भेजें या तेज भुगतान पूरा करें और रिवार्ड्स अनलॉक करें। अभी शुरू करें! https://m.paytm.me/ipaytm/tm03",spam
"प्रिय सदस्य, मीटिंग का निमंत्रण । प्रिय सदस्य, अगली सप्ताह की मीटिंग के लिए निमंत्रण भेजा जा रहा है। कृपया उपस्थित रहें।",ham
सावन की बहार कॉम्पट में सिर्फ 3 दिन बचे हैं. एजेंटों/डीओ/सीएलआईए के लिए कॉम्पट में अर्हता प्राप्त करें। और अधिकतम पुरस्कार जीतें...एसडीएम,spam
"हाय मोहित
हम इस बात का प्रमाण हैं कि उत्कृष्टता के लिए कोई कीमत चुकानी नहीं पड़ती।
699 रुपये में फुल बॉडी टेस्ट का अनुभव लें।
हेल्थियंस 9289628086 पर कॉल करें",spam
कहीं से बनस्पति के पत्ते मिले तो उसे घी में तल के दर्द के स्थान कपड़े से बांध लो राहत मिलेगी।,ham
"कोई भी क्रेडिट स्कोर हो, हमें फोन करें 08001234567 और तुरंत लोन पाएं।",spam
मैं व्यक्तिगत रूप से तुम्हारी हत्या कर दूंगा. आप अपने दिन गिन सकते हैं.,ham
सर्दियों में संक्रमण से बचने और मौसमी बीमारियों से निपटने के लिए तैयार रहें!,spam
आपकी दवा पर विशेष छूट । आपकी दवा पर विशेष छूट प्राप्त करें। यहाँ क्लिक करें: [http://online-pharmacy-discount.com]।,spam
मैं बस इसे गूगल करूंगा...,ham
"भाई, weekend पे कहीं जाना है तो बोल, हम तो ready बैठे हैं, बस तुम बोलो",ham
"नए साल पर 25 अरोमा मोमबत्तियों और धारकों का मुफ्त उपहार पैक, एमआरपी 1500 रुपये, सदस्यों को डिलीवरी पर हैंडलिंग शुल्क के रूप में 499 रुपये का भुगतान करना होगा। ऑर्डर करने के लिए 53636 पर सीडीएस एसएमएस करें। टीएनसी लागू करें।",spam
तुम्हारे लिए एक छोटा सा सरप्राइज है।,ham
निराला ने **एस्पायर* होम लॉन्च किए *कब्जे तक कोई ईएमआई नहीं *लोक-नोएडा एक्सटेंशन *कीमत शुरू @15.3 लाख *100 इकाइयों के लिए अभी बुक करें डीएन पर 56161 पर एसएमएस करें या 8860683241 पर कॉल करें,spam
अपने शरीर की सुनें - आराम के दिन आवश्यक हैं।,ham
"अपने सपनों को पूरा करने की ताकत आपमें है, खुद पर विश्वास रखें।",ham
"अत्यावश्यक! आपने हमारे 1,00,000 रुपये के पुरस्कार जैकपॉट में 1 सप्ताह की निःशुल्क सदस्यता जीती है! टेक्स्ट करें: क्लेम टू नंबर: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
क्या आप बैठक की जानकारी भेजने का कष्ट करेंगे?,ham
निर्जलित? सर्दियों की शुष्कता से चिंतित हैं? एक मॉइस्चराइजिंग फेसमास्क चुनें और वह चमक पाएं: 1) शहद और अंडा 2) पपीता और तरबूज 3) मुल्तानी मिट्टी और क्रीम 4) हल्दी और दूध क्रीम ^1/2/3/4 एयरसेल पर ब्लीक पर आपके सभी उत्तर निःशुल्क हैं।,spam
"क्योंकि मैडम ने हम दोनों को सेम टॉपिक दिया है। या मेरा रोल नंबर तुम्हारे बाद है, तो तुम जो प्वाइंट्स में शामिल करोगे पीपीटी माई, मैं तो वो नहीं करूंगी ना वरना मैडम को सेम ही लगेगा",ham
आपके क्रेडिट कार्ड पर ऑफर पेंडिंग है। चेक करें: https://carddeals.net/nKL87J9M -CardReward,spam
धन की आवश्यकता है? प्रॉपर्टी के एवज में 11% (रेसि/कॉम) लोन लें। ओडी सीमा (40 लाख-40 करोड़) बैलेंस ट्रांसफर/टॉप अप। 57333 पर एसएमएस करें या 45595488 पर कॉल करें। आईसीआईसीआई होम लोन।,spam
आपकी जल्दी प्रतिक्रिया के लिए आभार।,ham
"प्रिय ग्राहक, आगामी बिलिंग सूचना । प्रिय ग्राहक, आपके अगले माह की बिलिंग की जानकारी इस ईमेल में दी गई है। कृपया समय पर भुगतान करें।",ham
सीएनएम (चुनमुन) पर अधिकांश वस्तुओं पर 50% की छूट है। टी एंड सी लागू,spam
"मैंने 2 खाना दे दिया है, बस उसे बाहर ले जाओ, छुट्टी ले लो",ham
मैं आपके और आपके परिवार के लिए नये साल की हार्दिक शुभकामनाएँ देता हूँ...सादर सहित! के.बी.सिंह.,ham
"जीवन मित्रों की चॉकलेट चिप्स में वे चॉकलेट चिप्स हैं जो जीवन को स्वादिष्ट, स्वादिष्ट और स्वादिष्ट बनाते हैं..आपको धन्यवाद देते हैं या मेरे जीवन की स्वादिष्ट चॉकलेट चिप्स बनते हैं।शुभ रात्रि:-)",ham
"फिटनेस पर 60% छूट! अपनी प्रीमियम मेंबरशिप अपग्रेड करें और बेहतरीन परिणाम देखें। डम्बल वेरिएशन चेस्ट वर्कआउट, स्क्वाट्स मास्टरी और अल्टीमेट लेग स्ट्रेंथ प्रोग्राम। अभी ट्राई करें!",spam
"हमारी बेटी सलोनी अपना जन्मदिन 16 जनवरी (रविवार) को सुबह 11:30 बजे से दोपहर 2:30 बजे तक रॉकलैंड होटल बी - 207 चितरंजन पार्क आउटर रिंग रोड पोम्पोश एन्क्लेव के पास मना रही है, आपकी उपस्थिति निश्चित रूप से इस कार्यक्रम को सुखद बनाएगी !!       नीलू वर्मा - 09650522599 के.एम वर्मा - 0997173440",spam
मुझे एक नई साइट मिली है जिसने मेरी समस्या हल कर दी। देखें: http://ns2.herbalonline.biz/en/10/?aff_id=00450 - अपने विचार बताएं!,spam
"हम आपसे सुनने का इंतज़ार कर रहे हैं! Jio के नेटवर्क पर अपनी प्रतिक्रिया साझा करने और आपको बेहतर सेवा देने में हमारी सहायता करने के लिए www.jio.com/r/zRc29zOyJ पर क्लिक करें। धन्यवाद, टीम जियो",spam
अगर प्यार चाँद की तरह है तो दोस्त सितारों की तरह हैं। क्या आपने देखा है कि चाँद के बिना आकाश सुंदर दिख सकता है लेकिन सितारों के बिना! ख्याल रखना मेरे स्टार! हाय डियर।,ham
ए भाई कलके फोटो भेज ना जो दीपावली उत्सव में उठाए थे ।,ham
"6 नवंबर बैच के लिए पंजीकरण कुछ ही समय में बंद हो जाएगा, कृपया ध्यान दें!",spam
"बधाई हो, आपको स्वीकार कर लिया गया है। यह नौकरी रिमोट ऑपरेशन को सपोर्ट करती है और प्रति दिन 5000 का भुगतान करती है। कृपया tinyurl.com/yeyvjmrr से संपर्क करें",spam
"फ्री गिफ्ट कार्ड ऑफर! एक सीमित समय के लिए, फ्री गिफ्ट कार्ड पाएं! यहाँ क्लिक करें: [https://win-free-giftcard.com]।",spam
"आपके घर पर प्राकृतिक जूस से 3 महीने में 15 किलो वजन कम करें। शुद्ध हर्बल, कोई दुष्प्रभाव नहीं। मनी बैक के साथ 100% परिणाम। 9873326844/9953602430 पर कॉल करें",spam
"आपकी बुकिंग की पुष्टि । प्रिय ग्राहक, आपकी होटल बुकिंग की पुष्टि हो गई है। विवरण संलग्न है।",ham
पढ़ाई के उम्र में तुम अगर सरारत करोगे तो मार्क्स तो कम आएंगे ही।,ham
दिन की शुरुआत वर्कआउट से करने से सकारात्मक माहौल बनता है!,ham
"प्रिय ग्राहक, आपका बैंक अकाउंट बंद किया जा रहा है। कृपया इसे सक्रिय रखने के लिए तुरंत विवरण अपडेट करें: http://secure-your-bank.com",spam
"मैंने एक मिनी टैंकर देखा, जिसके पिछले हिस्से पर 'कॉमन वेल्थ ट्रैक्टर' पेंट किया हुआ था। अपने पिता से पूछें कि क्या आप राष्ट्रमंडल में कुछ करने पर विचार करेंगे। यह देखते हुए कि आप तैयारियों में कैसे भाग रहे हैं, मुझे यकीन है कि उन्हें अतिरिक्त मदद से कोई आपत्ति नहीं होगी। मुझे लगता है कि इसमें बहुत गुंजाइश है। और शायद अगर वोटेवा कंपनी को उनका काम पसंद आता है तो वह कॉमनवेल्थ खत्म होने के बाद भी इसे जारी रखेंगे। कृपया कृपया टोक 2 उसे एबीटी डिस। कृपया!!! अन्यथा मैं करूँगा!",ham
🔥अपना वजन कम करें! 70% छूट पर हेल्थ सप्लीमेंट्स! 🌿 अभी खरीदें: www.health-sale.com/dl123 💊 कोड: HEALTHY-20।,spam
आपकी UPI ID में समस्या है। तुरंत ठीक करें: https://upihelp.co/mKL87N9J -UPISupport।,spam
क्या आपने सबसे हालिया एपिसोड देखा? बहुत ज़बरदस्त था!,ham
मुसलमान सूअरों से नफरत क्यों करते हैं !!?क्योंकि सूअर मुसलमानों से ज्यादा बच्चे पैदा करते हैं..अहंकार की समस्या.!,ham
बर्थडे विश करने के लिए धन्यवाद!,ham
क्या हॉस्टल के कमरे में आपका कोई बैग अतिरिक्त है?,ham
हमें सजावट के लिए कहां एकत्र होना चाहिए?,ham
मुझे कभी पता नहीं चला कि आप क्यों चले गए और मैंने कभी अलविदा नहीं कहा लेकिन अब जब मैंने तुम्हें देखा है तो मैं अंदर से टूट गया हूं लेकिन मैं अभी भी अपने गौरव की रक्षा कर रहा हूं...,ham
500 रुपये का अतिरिक्त अमेज़न वाउचर प्राप्त करें!,spam
आपके IRCTC अकाउंट में समस्या है। अपडेट करें: https://irctcfix.net/xKL9J8N7 -TrainHelp,spam
"मैं एमटीएस से हूं, कृपया अपना ईमेल आईडी और अपना अन्य संपर्क नंबर भेजें। खुशी अनीस खान।",ham
मुझे यह मिल गया. क्या आपने स्पीकर बंद होने के कारण 2 बार डिस्कनेक्ट करने का निर्णय लिया है? खैर नईज़ जैसी आपकी इच्छा।,ham
"आपके नंबर पर अनुरोधित सेवा सक्रिय कर दी गई है। चूँकि आपका फ़ोन सेटिंग्स को डाउनलोड करने का समर्थन नहीं करता है, कृपया सेटिंग्स के मैन्युअल कॉन्फ़िगरेशन पर सहायता के लिए 12118 पर कॉल करें",spam
मेरे पास बस 4 मिनट बचे हैं। कृपया टॉम को कुछ मिनट मिलें। कृपया!!!,ham
बधाई हो! आपका प्रोफाइल Tech Mahindra भुवनेश्वर में नौकरी साक्षात्कार के लिए शॉर्टलिस्ट किया गया है। कृपया अपना रिज़्यूमे व्हाट्सएप नंबर @7655992071 पर भेजें। एचआर रिक्रूटर।,spam
हम मिलकर एक पेंटिंग कर सकते हैं।,ham
एपीआर के लिए आपके टाटा इंडिकॉम ब्रॉडबैंड बिल की देय तिथि आज है। सेवाओं में रुकावट से बचने के लिए कृपया 881.3 का भुगतान करें। यदि भुगतान किया गया है तो कृपया इसे अनदेखा करें,spam
23.09.2011 को हर दो पॉलिसी खरीदने पर एक जेंट्स लेदर पर्स प्राप्त करें। नो-अपर लिमिट और डीओ मैक्सिमम ..एसडीएम,spam
इस शुक्रवार बाहर चलने का क्या विचार है?,ham
पारस टिएरिया' पूरी तरह से सुसज्जित सर्विस अपार्टमेंट *सेक्टर 137 नोएडा एक्सप्रेसवे पर @15.75 लाख अल इनक्लूसिव लिमिटेड संस्करण 54999 पर आईपी एसएमएस करें,spam
"दोषी कौन?? रात में सपने में पत्नी अचानक चिल्लाती है, मेरा पति वापस आ गया है। आदमी खिड़की से बाहर कूदता है और उसे एहसास होता है कि मैं पति हूं ;-)",ham
BPR&D द्वारा प्रकाशित द्विभाषी पाक्षिक पत्रिका ‘सजग भारत’ एवं ‘Vigilant India’ https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fjan-sampark.nic.in%2Fcampaigns%2F2024%2F18-Oct%2FBPRD%2Findex.html,spam
इस वैलेंटाइन डे पर अपने दिल की बात कहें! ई-रेच 17 पर एक ही दिन में इस्तेमाल के लिए 17 रुपये का पूरा टीटी पाएं। रश ऑफर अब 16 फरवरी तक है। रिलायंस,spam
"आज अमेरिका का result लगा है 
डोनाल्ड ट्रम्प जीत गये.",ham
गुड़गांव में गोल्फ कोर्स एक्सटेंशन रोड और एनएच-8 पर प्रतिष्ठित बिल्डरों द्वारा 200-500 वर्ग गज के प्लॉट। विवरण के लिए एसआईएल आरई 57333 पर एसएमएस करें,spam
तुम्हारे पसंदीदा गाने का नाम बताओ?,ham
निमंत्रण स्वीकार किया गया.. कृपया मिलने का समय और स्थान बताएं..,ham
"आजकल के व्यस्त जीवन में हमें समय नहीं मिल पाता,",ham
जब आपके पास समय हो तो मुझे बताएं कि कब मिल सकते हैं।,ham
क्या हफ्ता था! इस वीकेंड पर आराम करने का इंतजार है।,ham
कृपया अपना नाम पंजीकृत कराने वाले लोग 12 बजे अलमारी ले लें।,ham
तत्काल संपर्क करें - आपका डेटा समाप्त होने वाला है। विस्तार करें.,spam
"न्यूनतम 50% छूट* - फर्नीचर और गद्दे
🛒 अभी खरीदारी करें https://couponsmint.com/deal/amazon-great-indian-festival-furniture",spam
आखिरी सेट में और भी आगे बढ़ा - मानसिक ताकत का प्रदर्शन किया।,ham
"यदि आपको कोई शंका हो, तो उसे सुलझाने में मुझे खुशी होगी।",ham
1 लाख के लिए 7 पैसे/एसएमएस की दर से थोक एसएमएस की आवश्यकता है। शॉर्ट कोड @ 14000 आईएनआर बिजनेस वेबसाइट @ 5555 आईएनआर 10 पेज 50 ईमेल आईडी के लिए गूगल में मुफ्त लिस्टिंग।संदीप 9911166363,spam
मुझे पता चल गया है कि आपके बारे में क्या है?,ham
क्या आप पार्टी में शामिल होंगे?,ham
आर/आर अनुशंसा करता है: लॉजिक्स ब्लॉसम ग्रीन्स। *2/3/4बीएचके अपार्टमेंट। *नोएडा एक्स-वे और एफएनजी पर सेक्टर 143। *18 महीने में कब्ज़ा।*डीपी पर बीएसपी@22.21एल शुरू। बुकिंग के लिए। सीएम को 53456 पर एसएमएस करें।,spam
संदिग्ध लिंक पर क्लिक न करें या ऐसे ऐप डाउनलोड न करें जो नकली पार्ट-टाइम/फुल-टाइम नौकरियों का वादा करते हैं।,ham
मैं बस तुम्हें समय दे रहा हूँ 2 मुझे याद करो!,ham
पहले 3 दिनों में 60% से अधिक इकाइयाँ बिकीं! यूनिटेक 70 ग्राम @ 5395 पीएसएफ में 3 बीएचके ऑफर करता है! 2 साल की ब्याज मुक्त योजना। छूट का लाभ उठाने के लिए अग्नि 9212255555 पर कॉल करें। जल्दी करें,spam
"चिंता?? क्या आप स्वयं को अक्सर तनावग्रस्त पाते हैं? ^हाँ/नहीं, तनाव दूर करने वाले कुछ आसान व्यायाम पाने के लिए 24 घंटे के भीतर उत्तर दें।",spam
कोई भी जरूरत हो तो निःसंकोच संपर्क करें।,ham
आप कैसे आ रहे हैं?,ham
यदि आपमें जीतने की इच्छाशक्ति है तो आपने आधी सफलता हासिल कर ली है। यदि आप ऐसा नहीं करते हैं तो आपने अपनी आधी असफलता हासिल कर ली है। . सुप्रभात जय श्री राम :-),ham
प्रतिदिन उठाए गए छोटे-छोटे कदम बड़े परिवर्तन लाते हैं ।,ham
