text_combined,label,message_length
100 80062 ans correct draw entered gift no1 receipt registered subscriber txt ur voucher whats yr,spam,97
08718727870 16 1st 20 50 free gr8 just msg opt phone reply ringtone send sms stop sub tone tones ur week weekly wk,spam,114
50 anytime arrive calling charged customer mobile number order reference ringtone services thanks tone unsubscribe week,spam,119
87077 club free kick mobile new news season txt ur,spam,50
08000839402 11mths activate calls camera colour free freefone freemsg help latest mobile mobiles month stop txt unlimited update weekend wk,spam,139
dating entered fancy landline phone service,spam,43
18 250 comp entry exciting free ipod just mobile mr send soon uk ur visit weekly win winner won word www,spam,104
150p end freemsg haven hear horny hot live local luv msg netcollex replied reply sexy stop text willing,spam,103
apply available camera card claim customer ends free loyalty mobile offer opt orange pay phone sim,spam,98
150p 2lands 86688 attempt chat contact dear final hi invited ldn lucky msgrcvdhg night row suite342 txt ur ve w1j6hl xchat,spam,122
50 82277 ansr country dvd know player quiz sony sp sunshine super text txt tyrone win wkly,spam,90
16 claim freemsg hours phone reward stop talk time tv txt use www,spam,65
16 2lands 7250i 86021 auction free hg nokia row send sms suite342 w1jhl win won,spam,79
150 collect computer customer easy just picked prize valued vodafone win won,spam,76
3mins awarded cds claim congratulations cost cs gift guaranteed net records row tickets ts ur vip www yrs,spam,105
150p 18 2lands 86688 chat don hg hi invited know ldn let lucky msg msgrcvdhg night rcvd row send suite342 txt ur w1j6hl xchat years,spam,131
10 150p 2004 2optout 4t 81151 biz collect customer loyalty mobile mobiles new nokia offer start tc today txt txtauction word www,spam,128
message new,spam,11
150p 18 86021 auction brand free join message new nokia service sms stop subscription thanks today txt unsubscribe using,spam,120
admirer contact looking make reveal secret special thinks ur,spam,60
150p asked contact dating guess know pobox pobox84 revealed service,spam,67
announcement customer delivery make recently ref schedule service tried unable,spam,78
12hrs 2000 3030 claim contact draw guaranteed land line prize shows todays trying urgent valid won xmas,spam,103
150p 87077 eve heart joined logo love lover pobox36504w45wq send txt ur yahoo,spam,77
08712405020 1st 1x150p 250 40gb action cash chance cs custcare entry free ipod net textpod ts tv txt ur week win wk www,spam,119
0870 08707509020 1327 20p 5wb box chance cr9 croydon fantasies fantasy hot just live min national ntt po rate,spam,109
000 100 150p 16 20 87575 apply blue cash cost day died film green hl info movie pounds red released reply send start txt win,spam,124
25p energy got lucozade oz rally takes text uk wrc,spam,50
com credits day fantastic http important information log lucky orange pin today ur urawinner user www,spam,101
100 500 87066 awarded cd com1win150ppmx3age16 congratulations draw entry free gift guaranteed ldew music tncs txt ur vouchers weekly wkly www,spam,141
100 87239 ac correct does end ice new play red reply send service sms sport stop weekly win,spam,91
50 area arrange direct dogging ec2a evening guys join laid largest like locations mobile msg network nyt people real sent txt want,spam,130
day end freemsg fun games haven hear horny live local love luv msg netcollex ready replied reply sex sexy stop text today town,spam,126
awaiting com day fantastic http important information log lucky o2 orange surprise today ur urawinner urgent user www,spam,117
000 02 03 06 150ppm 2nd asap attempt awarded bonus caller contact mobile prize reach urgent won,spam,95
100 50 82277 high know moby new prize pub quiz sp stop street txt unsub win,spam,75
apply break claim conditions cs dear holder http number offer pc terms text ts uk voucher weeks www,spam,99
0800 1000 18 200 award cash claim free guaranteed maybe number stop think ur wat won,spam,84
150ppm 2nd 50 attempt b4 contact max urgent won,spam,47
100 150 150ppm 18 500 alert big box brother bt cash computer cost drop landline mobile mobiles ntt po selected shop till travel vary voucher,spam,140
1000 12hrs 150ppm claim code contact draw guaranteed prize shows trying valid weekends won,spam,90
350 award claim collect customer ending matches mobile number numbers pls receive received selected todays valued vodafone,spam,122
150p 18 auction club dogging free message msgs new reply service sex stop subscription thanks txt unsubscribe using welcome,spam,123
10am club day direct eve fast fri gr8 mobile new night polys ringtone sale sat selling thurs tickets till week xmas years,spam,121
admirer contact looking make reveal secret special thinks ur,spam,60
08000930705 150 750 anytime delivery half handset latest line mins network new phone pounds price rental reply text tomorrow video want week,spam,140
150p 18 2lands 86688 chat don hg hi invited know ldn let lucky msg msgrcvdhg night rcvd row send suite342 txt ur w1j6hl xchat years,spam,131
12hrs 150ppm 2000 3030 awarded claim guaranteed land line mobile number prize urgent valid,spam,90
50 free ready saturday selection stop summer uk worth,spam,53
12hrs 2000 800 claim contact draw guaranteed land line prize shows todays trying urgent valid won,spam,97
000 10 150 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline po ppm sae urgent,spam,108
04 0800 announcement attempt contact customer expires final freephone important message messages service waiting,spam,112
0870 250 800 asked away b4 claim cust days dont flights free friend giv got india mins sed sept shit urgent want yes,spam,116
08712405020 18 250 care com comp competition cust enter entry free just send text uk weekly win word www,spam,104
blue day died film green movie red released send start,spam,54
00 150 16 85023 chance claim cs discount final m263uz member mobile offers pobox84 savamob shop sub subs text today ur vouchers worth yes,spam,137
0870 08707509020 1327 20p 5wb box cr9 croydon fantasies hot just live min national ntt po rate,spam,94
best content days enjoyed help hope mobile new send service stop text uk unsubscribe,spam,84
150p direct dogging ec2a join laid largest locations moan mob msg network real sent tonight txting uk ur want,spam,109
12hrs 800 claim contact draw guaranteed land line prize shows todays trying urgent valid won,spam,92
08718720201 150p 2lands 500 86688 balance box cash cc currently hg maximize msg po pounds row send suite342 ur w1 w1j6hl,spam,120
150p 50 babe cancel cost end fantasy hear horny hot im live local make msg need netcollex reply send stop text turn txt willing,spam,127
2nd 50 attempt b4 contact max urgent won,spam,40
000 10 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline po sae tenerife urgent,spam,109
500 86688 answer bonus com easy hmv info just play pounds questions real send special vouchers won www,spam,102
brand help info just loads min mob mobile new offer package phone pls plus reply request sorry term text themob unsubscribe weeks,spam,129
area babe baby bitch chat dont fancy finally flirt free hard im join just optout reply rude sexy singles stop summer thing time txt want xxx yr,spam,143
0800 1000 10am 2000 5000 9pm cash claim customer guaranteed prize representative service won yr,spam,95
150ppm 16 5000 await box cash collection complimentary cs cw25wx holiday landline po sae tenerife urgent,spam,104
arrive brand content free info just live loads mob mobile music new phone player plus service shortly text,spam,106
150p day end freemsg fun games hear horny hot live local love msg netcollex ready reply sex stop text today town willing,spam,120
1000 12hrs 150ppm cash claim code contact draw guaranteed holiday prize shows trying urgent valid weekend weekends won,spam,118
150p 40gb 500 83355 collect guaranteed ipod latest mp3 mtmsgrcvd18 nokia phone player prize txt word,spam,100
150p 16 1st 36504 4info 87077 free friends hl just mates mob no1 nokia norm150p pobox reply tell tone txt txtin txting ur w45wq week zed,spam,136
collect content download goto http internet menu mobile msg order paid receive service tv ur wap way,spam,100
1000 18 8007 age girl good join just life living mobile partner perfect sms thought txt ur,spam,90
100 50 82277 ansr country dvd high know moby new player prize pub quiz sony sp stop street sunshine txt tyrone unsub win wkly,spam,125
03 05 06 2004 26 786 account bonus claim code expires identifier points private shows statement unredeemed,spam,106
08718720201 150p 2lands 500 86688 balance box cash cc currently hg maximize msg po pounds row send suite342 ur w1 w1j6hl,spam,120
50 82277 ansr country dvd know mid played player quiz sony sp sunshine txt tyrone week win wkly,spam,95
000 10 150 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline po ppm sae urgent,spam,108
150 collect computer customer easy just picked prize valued vodafone win won,spam,76
08001950382 100 12 500 750 call2optout camera cross free half line linerental mins mobileupd8 month mths ntwk phones price rental txt txts video,spam,144
05 06 2004 786 account bonus claim code expires identifier points private shows statement unredeemed,spam,100
08718727870 16 1st 20 50 free gr8 just msg opt phone reply ringtone send sms stop sub tone tones ur week weekly wk,spam,114
best content days enjoy mobile received send service stop uk,spam,60
25p area chat com free guys horny just new receive search stop txt ur,spam,69
bt check com info just line min opt stop text,spam,45
attempt best com content days mobile msg network order send service stop uk,spam,75
1st arcade free game games key o2 post press reply save settings ur,spam,67
18 20 bedroom cancel chat details girls gr8 hi horny live love mob new old phone send service sex stop text ur video work years,spam,127
150p 86688 adult chat exciting meet msg place singles town txt uk yes,spam,69
1000s choose credit download enjoy gr8 kick like ringtones send service sir tones txt weekly wk yr,spam,98
08002986906 11 11mths camera colour december entitled free latest mobile mobiles months update,spam,94
08000839402 11mths calls camera colour free freefone latest mobile mobiles unlimited update weekend,spam,99
000 10 150ppm 16 18 5000 await box cash collection cs holiday landline offer po sae tenerife urgent,spam,99
50 free ready saturday selection stop summer uk worth,spam,53
50 direct dogging ec2a join laid largest locations mobile msg network nyt real sent txt want,spam,92
08000839402 bluetooth call2optout double latest linerental mins mobiles mobileupd8 offers orange price txt,spam,106
50 added support texting,spam,24
150 750 anytime delivery mins network new phone pounds reply text tomorrow video want week,spam,90
100 87239 cup customer end id reply send service services stop unique user weekly win world,spam,91
00 03 05 5000 calling careful claim details draw enter hi mobile personal prize receive tells ur,spam,96
20p 30 costs min pobox ring sex want,spam,36
09050090044 50 5000 await collection cost costa del holiday max10mins pm pobox334 sae sk38xh sol stockport tc tcs toclaim urgent,spam,128
09061221066 150ppm 16 28 awarded camera cs days delivery digital fromm landline sipix,spam,85
25p area chat com fancy finally flirt free guys horny join just new optout receive reply search sexy singles stop summer txt ur yr,spam,130
arcade buy chance charge dear free game games great o2 press purchase settings space std terms uk wap win,spam,105
0870 08707509020 1327 20p 5wb box cr9 croydon fantasies hot just live min national ntt po rate,spam,94
50 credit details free great house o2 offers pls pounds reply text valid,spam,72
08000930705 750 anytime camcorder contact delivery half handset line mins network new offer phone price rental reply tomorrow tried video want,spam,142
04 11 18 2003 21 800 account code expires identifier points private redeemed shows statement,spam,92
click com credit flirt games http link message text themob txt use wap win,spam,74
new,spam,3
new,spam,3
apply charges collect enjoy normal pass polyphonic ringtones text tones,spam,71
charge choose club direct free gr8 message mobile new polys quality ringtone singles uk week,spam,92
03 care com credit customer discount log opt reply stop voucher www,spam,67
16 250 50p claim com freemsg join mates messages ok remove sms stop text ur use wk,spam,82
18 250 competition entry free just text uk weekly win word www,spam,62
150p age company enjoy getting just opt sms touch txt waiting,spam,61
000 100 cash claim free membership net pobox prize txt urgent week won word www,spam,79
contacted dating know land line service,spam,39
18 adult arrive brand content free just live mobile music new phone player service shortly video,spam,96
1000 18 2000 bahamas cash claim freefone gift going great guaranteed live news operator opt speak txt ur,spam,104
awaiting collect collection currently just message new,spam,54
150p 18 added club dogging free message mobile msgs new o2 reply service sex specially stop unsubscribe welcome,spam,111
150p 16 5000 await box cash collection cs holiday landline netcollex po sae urgent,spam,82
content enjoy mobile received,spam,29
08702840625 3qxj9 5we 9ae charge comuk credits extra goto help inclusive ip4 login net pls po services sms stop text unsubscribe www,spam,132
20p 30 costs min ring sex want,spam,30
buy comes great just mobile new replying,spam,40
16 club credits enjoy fun help info jamster king need new uk video www,spam,70
50 arrive charged customer mobile number order ordered reference ringtone services thanks tone,spam,94
good sale,spam,9
2nd b4 claim contact cs just prize sms stop time tried won,spam,58
150p 18 cost text xxx,spam,21
awarded camera claim collect digital entitled free freemsg just msg opt pounds prize records reply sp stop text wk yes,spam,118
day dont jordan miss pic pics sexy st txt uk wk,spam,47
150p asked contact dating guess know po pobox revealed service,spam,62
800 cash collect cup euro2004 final pobox tkts ve won,spam,53
50p cost currently greet meet std text tour win,spam,47
150p 40gb 500 83355 collect guaranteed ipod latest mp3 mtmsgrcvd18 nokia phone player prize tc txt word,spam,103
150ppm 2nd 50 attempt b4 contact max won,spam,40
100 3mins 500 87066 awarded cds choice com congratulations cs draw enter gift guaranteed ldew music net records store ts txt ur weekly win worth www year yrs,spam,157
12 24 900 claim code collect customer hours network prize receive reward selected valid valued winner,spam,101
150p 16 1st 36504 4u 8007 eerie free getzed just mates mob no1 nokia pobox pobox36504w45wq rply tell title tone tones txt txting uk ur week www,spam,143
18 250 competition entry free just text uk weekly win word www,spam,62
08712300220 350 app award claim code ending match matches number numbers quoting rates receive selected standard todays voda vodafone,spam,133
20p 30 costs min ring sex want,spam,30
1000 10am 10p 2000 7pm cash claim cost customer guaranteed prize representative service won yr,spam,94
attempt best com content days mobile msg network order send service stop uk,spam,75
08000839402 available bluetooth call2optout double free mins mobileupd8 motorola nokia orange phones sony txts,spam,110
10 50 charged choose confirm mobile month msg polys reply replying ringtone subscription thanks uk ur www yes,spam,109
forwarded immediately message urgent waiting,spam,44
10 150p 4t 81151 customer hi loyalty mobile new offer start tc txt txtauction word,spam,82
25p area cancel chat com details free girls gr8 guys horny just live mob new phone receive search send service sex stop text txt ur video,spam,137
dream fantasy football opt play saturday sky starts team tv,spam,59
08000930705 100 200 300 3510i camcorder colour delivered free minutes mobile new nokia phone reply text texts tomorrow want,spam,123
25p energy got lucozade oz rally takes text uk wrc,spam,50
150p 18 2lands 86688 chat don hg hi invited know ldn let lucky msg msgrcvdhg night rcvd row send suite342 txt ur w1j6hl xchat years,spam,131
08000839402 1000 bluetooth call2optout double free latest linerental mins mobiles mobileupd8 motorola nokia offers orange price sonyericsson tariffs txt txts,spam,157
000 100 150p 16 20 87575 apply cash cost day hl info pounds reply send txt win,spam,78
000 cash claim price prize won,spam,30
08000930705 750 anytime camcorder contact del free handset mins mobile offer reply sms text thurs tried unlimited video,spam,119
awaiting com day fantastic http important information log lucky o2 orange surprise today ur urawinner urgent user www,spam,117
150ppm 5000 award cash collect cw25wx dear final holiday landline notice sae tcs tenerife,spam,89
150p 4u 8007 eerie free getzed latest mobile news nokia plus pobox36504w45wq rply sport str title tone tones txt uk ur wk www,spam,125
09061221066 150ppm 16 28 awarded camera cs days delivery digital fromm landline sipix,spam,85
500 80488 account credit free just ll msgs ok text,spam,50
16 2lands 7250i 86021 auction free hg nokia row send suite342 w1jhl win won,spam,75
3gbp apply best fone network new operator original rates reply ringtones text tone tones uk ur want weekly www,spam,110
message new order tones week,spam,28
babes check click content flirt games mobile selection sport text themob tones wap win,spam,86
ac correct end ice new play red reply sms,spam,41
150 150ppm 16 18 3mins alert ave big box brother bt calls camera cash close computer congrats cost landline ldn mobiles nokia ntt phone po post selected vary video voucher wc1n3xx,spam,179
1000 18 8007 age girl good join just life living mobile partner perfect sms thought txt ur,spam,90
434 62468 ac friend frnd inviting pls reply send sms stop www yes,spam,65
04 10 11 2003 800 account code expires identifier points private redeemed shows statement,spam,89
1000 18 8007 age girl join txt ur,spam,33
message new order tones week,spam,28
08712405020 1st 250 40gb cash chance cs custcare entry free ipod net textpod ts txt week win wk www,spam,99
08002986906 11mths camera colour december entitled free latest mobile update,spam,76
16 club credits enjoy fun help jamster new uk,spam,45
cancel chat details girls gr8 horny live mob new phone send service sex stop text ur video,spam,90
com credits http id pin ringtone true www,spam,41
0800 1000 18 200 award cash claim free guaranteed maybe number stop think ur wat won,spam,84
claim congratulations cost cs gift guaranteed net row tickets ts vip www,spam,72
connection dating radio sent sport started talk text think week,spam,63
08718720201 1000 150p 83600 custcare day msg partner quiz rcvd send special trip valentines win,spam,95
apply camera charge claim current customer ends free handset loyalty mobile offer opt orange phone tel today,spam,108
150ppm 2nd 50 attempt b4 claim contact cs just max prize sms stop time tried won,spam,80
contacted dating know land line service,spam,39
150p contacted dating entered fancy landline phone service,spam,58
000 10 150 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline po ppm sae urgent,spam,108
08712300220 350 app award claim code ending match numbers quoting rates receive selected standard todays voda,spam,109
16 250 50p age16 claim com freemsg join mates messages month msg ok remove sms stop text txt ur use wk www,spam,106
100 50 82277 high know moby new prize pub quiz sp stop street txt unsub win,spam,75
150p 18 2lands 86688 chat don hg know ldn let msg rcvd row send suite342 w1j6hl years,spam,85
87121 apply comp cup entry fa final free question rate receive std text tkts txt win wkly,spam,89
08001950382 100 12 500 750 call2optout camera cross free half line linerental mins mobileupd8 month mths ntwk phones price rental txt txts video,spam,144
08712300220 250 350 claim holiday national rate selected stay valued ve,spam,71
0870 08707509020 1327 20p 5wb box cr9 croydon fantasies hot just live min national ntt po rate,spam,94
08001950382 100 12 500 750 call2optout camera cross free half line linerental mins mobileupd8 month mths ntwk phones price rental txt txts video,spam,144
500 80488 account activate biz com conditions credit credited cs free just message messages replying terms text txt visit word www,spam,130
25 440 62468 ac friend frnd inviting reply send sms stop www yes,spam,64
25p box chat cost entry ldn pm reply rooms wc1n3xx,spam,50
750 apply break claim conditions number pg terms tone uk,spam,56
10 11 camera colour entitled extra free latest mins mobile mobiles months mths number phones text texts update ur video yes,spam,123
16 claim hours phone reward stop talk time tv txt use www,spam,57
150p 40gb 500 83355 collect guaranteed ipod latest mp3 mtmsgrcvd18 nokia phone player prize tc txt word,spam,103
150p asked contact dating guess know pobox pobox84 revealed service,spam,67
08712300220 350 app award claim code ending match numbers quoting rates receive selected standard todays voda,spam,109
08002986906 11 11mths camera colour december entitled free latest mobile mobiles months update,spam,94
10 1000 18 50 87121 awarded claim complimentary dis trip txt ur urgent,spam,70
10am book boys club day eve fast fri info new night sale sat selling thurs tickets till tour txt uk vip week win wow xmas years,spam,127
10p 2nd 750 bt claim contact easy min minute national pound prize rate time tried won,spam,85
28 apply book cs flights free info ladies nights paris romantic year,spam,68
00 300 bank buy com issues pick strong,spam,38
calls chat cum luv meet phone set wanna xx,spam,42
16 20 87077 dont england miss national news team try txt ur,spam,59
10 20 8007 access apply free games getzed hello latest messages mobile month news orange photo plus reply sport str terms texts tone txt uk ur wk www yes,spam,153
1000 10p 2000 7pm award cash claim cost live operator receive selected speak specially winner,spam,93
000 02 03 06 10 150ppm 2000 2nd asap attempt bonus box caller mobile number prize reach urgent won,spam,98
12 help lost,spam,12
1000 10p 2000 7pm award cash claim cost freefone gift great guaranteed live news operator receive selected speak specially winner,spam,129
350 award claim ending matches number numbers receive received selected todays vodafone,spam,87
16 1st 87131 content enjoyed free help hope new poly ringtone stop text tone tones true txt uk unsubscribe,spam,106
00 150 16 85023 chance claim cs discount final m263uz member mobile offers pobox84 remove savamob stop sub subs text today txt ur vouchers worth yes,spam,148
100 87239 cup does end play reply send service sport stop weekly win world,spam,74
0800 announcement customer freephone important service,spam,54
150p asked contact dating guess know po pobox84 revealed service,spam,64
08000930705 100 200 300 3510i camcorder colour delivered free minutes mobile new nokia phone reply text texts tomorrow want,spam,123
09050090044 50 5000 await collection cost costa del holiday max10mins pm pobox334 sae sk38xh sol stockport tc tcs toclaim ve won,spam,128
09061221066 150ppm 16 28 awarded camera cs days delivery digital fromm landline sipix,spam,85
1000 10am 2000 7pm cash claim customer guaranteed prize representative service won yr,spam,85
0870 08707509020 1327 20p 5wb box cr9 croydon fantasies hot just live min national ntt po rate,spam,94
10 4t 81151 customer hi loyalty mobile new offer start txt txtauction word,spam,74
admirer contact looking make reveal secret special thinks ur,spam,60
1000 10am 10p 2000 7pm cash claim cost customer guaranteed prize representative service won yr,spam,94
chat darling dont hello like look love sexy tell today,spam,54
50 chat darling dont freemsg fun hello hey like look love ok send sexy std tb tell today week word xxx,spam,102
day dont jordan miss pic pics sexy st txt uk wk,spam,47
50 84199 box39822 colour eng england flag game mobile official optout poly ringtone stop text tone txt w111wx yer,spam,113
150p club free msg polys reply stop sub subs tone txt week weekly,spam,65
12hrs 2000 claim contact draw guaranteed land line prize shows todays trying urgent valid won xmas,spam,98
150p contacted dating entered fancy know landline mobile phone service,spam,70
150 collect computer customer easy just picked prize valued vodafone win won,spam,76
150p asked contact dating guess know pobox revealed service,spam,59
08712460324 10p chat cheap cheaper gay hot january min national rate sale stop texts,spam,84
500 80488 account activate biz credit credited cs free just messages text txt word www,spam,86
3mins book calling com eve like little ones santa time www xmas,spam,63
50 500 50p com cost fancy interested just mobile msg send taking texts tncs txt txts use website wish www yesterday,spam,115
admirer contact looking make reveal secret special thinks ur,spam,60
100 500 87066 awarded cd cds choice com congratulations cs draw enter entry free gift ldew music store tncs ts txt ur vouchers weekly win worth www year,spam,152
08000930705 100 300 3510i camcorder colour delivery free minutes mobile msg new nokia phone reply sms texts tomorrow tried want,spam,127
50 arrive charged customer mobile number order ref reference ringtone services thanks tone,spam,90
08000839402 1000 available bluetooth call2optout double free latest mins mobileupd8 motorola nokia orange phones sony sonyericsson tariffs txts,spam,143
08712460324 10p bt chat cheap cheaper check com gay hot info january just line min national opt rate sale stop text texts,spam,121
com content games mobile pix poly ringtones true www,spam,52
21 4u ac babe check choose date dates http send sms,spam,51
21 25 440 62468 ac friend frnd inviting reply send sms stop www yes,spam,67
02 awaiting com day fantastic http important information log lucky orange surprise today ur urawinner urgent user www,spam,117
content download goto internet menu mobile msg order receive service tv ur wap way,spam,82
150p 350 award bonus claim collect customer delivered door mobile msg number ok pls receive selected sim subscriber txt valued word,spam,131
money number won wot,spam,20
03 05 2004 26 786 account bonus claim code expires identifier points private shows statement unredeemed,spam,103
08000839402 11mths activate calls camera colour free freefone freemsg help latest mobile mobiles month stop txt unlimited update weekend wk,spam,139
apply available camera claim customer ends free loyalty offer opt orange phone,spam,78
1st definitely ignore information king paying play sept super thanks walk wanna winner,spam,86
08000839402 08002986906 11mths calls camera colour december entitled free freefone latest mobile mobiles unlimited update weekend,spam,129
ac cool hello sms,spam,17
10 11 camera colour entitled extra free latest mins mobile mobiles months mths number phones text texts update ur video yes,spam,123
16 2lands 7250i 86021 auction brand free hg join new nokia row send sms suite342 today txt w1jhl win won,spam,104
87239 address asap birds customer hello id need send services stop ta unique user,spam,81
150 750 anytime delivery mins network new phone pounds reply text tomorrow video want week,spam,90
1000 2000 5000 cash claim customer guaranteed prize representative service win won worth yr,spam,91
3mins awarded cds congratulations cs gift guaranteed net records ts ur www yrs,spam,78
18 apply chance comp details entry ipod pod rate std txt weekly win,spam,67
awaiting com day fantastic http important information log lucky message o2 orange surprise today ur urawinner user www,spam,118
50 credit details free great house o2 offers pls pounds reply text valid,spam,72
50 arrive charged colour customer mobile number order red reference ringtone services text thanks tone,spam,102
0870 08707509020 1327 20p 5wb box cr9 croydon fantasies hot just live min national ntt po rate,spam,94
08000839402 08002986906 11mths calls camera colour december entitled free freefone latest mobile mobiles unlimited update weekend,spam,129
05 06 2004 786 account bonus claim code expires identifier points private shows statement unredeemed,spam,100
babe bout getting hi msg rate respond smart subscription used vodafone ya,spam,73
000 10 150 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline offer po ppm sae tenerife urgent,spam,123
3gbp apply best england network operator original poly rates reply ringtones tone tones uk www,spam,94
08001950382 100 12 500 call2optout camera cross free half line mins mobileupd8 mths ntwk phones price rental txts video,spam,119
16 2lands 7250i 86021 auction free hg nokia row send suite342 w1jhl win won,spam,75
answer book chance harry order questions reply win,spam,50
28 free info ladies paris,spam,25
1000 2000 cash claim freefone gift great guaranteed live news operator speak,spam,76
150p 16 1st 4info free friends hl just mob nokia reply tell tone txt txtin ur week,spam,82
08000839402 2optout available bluetooth call2optout contract double free mins mobileupd8 motorola nokia orange phones sony txts,spam,127
18 apply chance comp details entry free ipod pod rate std txt weekly win,spam,72
message new order tones week,spam,28
08718720201 150p 2lands 500 86688 balance box cash cc currently hg maximize msg po pounds row send suite342 ur w1 w1j6hl,spam,120
50 area chat fancy finally flirt free join just optout ready reply saturday selection sexy singles stop summer txt uk worth yr,spam,126
50 claim credit details entitled free freemsg great house msg o2 offers opt pls pounds records reply stop text valid yes,spam,120
help lost,spam,9
crazy free game hit link new themob,spam,35
0800 0808 1000 10am 11pm 145 4742 5000 9am 9pm cash customer freephone guaranteed prize representative service won,spam,114
21 4u ac babe check choose date dates http send sms,spam,51
18 1st 50 fun guys like look new sex text txt uk,spam,48
2004 2optout 500 biz collect mobiles new nokia tc today txt txtauction www,spam,74
50 added support texting,spam,24
admirer contact looking make reveal secret special thinks ur,spam,60
00 08000930705 100 300 3510i bank buy camcorder colour com free issues minutes mobile new nokia phone pick reply strong texts want,spam,130
400 computer just mobile picked receive reward waiting xmas,spam,59
100 500 87066 awarded cd cds choice com congratulations cs draw enter entry free gift ldew music store tncs ts txt ur vouchers weekly win worth www year,spam,152
10 150p 4t 81151 customer hi loyalty mobile new offer start tc txt txtauction word,spam,82
100 80062 ans correct draw entered gift no1 receipt registered subscriber txt ur voucher whats yr,spam,97
08000930705 750 anytime camcorder delivery free half handset line mins months network new phone price rental reply text tomorrow video want,spam,139
contacted dating know land line service,spam,39
click com credit http link message password pc phone txt use wap,spam,64
08000930705 750 camcorder del free handset mins mobile network new reply sat sms text thurs time tried unlimited video want,spam,123
150p 16 1st 4info free friends hl just mob nokia reply tell tone txt txtin ur week,spam,82
16 20 87077 dont england miss national news team try txt ur,spam,59
08718720201 150p 2lands 500 86688 balance box cash cc currently hg maximize msg po pounds row send suite342 ur w1 w1j6hl,spam,120
best content days enjoyed help hope mobile new send service stop text uk unsubscribe,spam,84
150pm 5we bx420 cinema congrats dont free ip4 miss pass special year,spam,68
150p 4u 8007 direct eerie getzed gr8 nokia pobox36504w45wq poly rply title tone tones uk www,spam,92
comes did hear new stuff,spam,24
350 award claim collect customer mobile number pls receive selected valued,spam,74
500 80488 december free messages text valid,spam,43
1000s choose credit enjoy freemsg gr8 kick real reply service tones weekly wk xmas,spam,82
18 adult arrive brand content free just live mobile music new phone player service shortly video,spam,96
150p 18 2lands 86688 attempt chat contact dear final hi invited ldn lucky msgrcvdhg night row suite342 txt ur ve w1j6hl xchat yrs,spam,129
150p 150pm 3g 5we bx420 congrats dload games ip4 java mates mobile music noline play rentl ur videochat videophones wid,spam,119
fml free password ringtone simply text waiting,spam,46
150p 40gb 500 83355 collect guaranteed ipod latest mp3 mtmsgrcvd18 nokia phone player prize txt word,spam,100
0800 announcement customer freephone important service,spam,54
apply charges collect enjoy normal pass polyphonic ringtones text tones,spam,71
150p 20p 30 costs know min pobox ring sex want,spam,46
80488 biz free network operator service visit,spam,45
05 com free http id msg real reply ringtone,spam,43
,spam,0
connection dating radio sent sport started talk text think week,spam,63
0800 0808 1000 10am 11pm 145 4742 5000 9am 9pm cash customer freephone guaranteed prize representative service won,spam,114
150p asked contact dating guess know po pobox revealed service,spam,62
150 150ppm 16 18 3mins alert ave big box brother bt calls camera cash close computer congrats cost landline ldn mobiles nokia ntt phone po post selected vary video voucher wc1n3xx,spam,179
12 film free just med msg offers reply sony ticket valid village wkend,spam,70
com games info questions ringtones uk www,spam,41
message new,spam,11
10 1000 18 50 87121 awarded claim complimentary dis trip txt ur urgent,spam,70
baby cam chat fancy freemsg got hi hot im just moby new pic rply wanna wow,spam,74
50 84199 box39822 colour eng england flag game mobile official optout poly ringtone stop text tone txt w111wx yer,spam,113
150pm 5we bx420 cinema congrats dont free ip4 miss pass special year,spam,68
access adult couple days free hi number phone sending,spam,53
150p 2nite 50 direct dogging ec2a join laid largest locations moan mob mobile msg network nyt park real sent tonight txt txting uk ur wanna want,spam,144
250 350 award claim ending holiday london matches number numbers received selected stay todays vodafone worth,spam,109
0870 08707509020 1327 20p 5wb box chance cr9 croydon fantasies fantasy hot just live min national ntt po rate,spam,109
350 award claim ending matches number numbers receive received selected todays vodafone,spam,87
80062 apply claim cs dear holder http offer pc stop text texts ts txt uk voucher weeks www,spam,90
10p 11 bored bt chat date min national rate,spam,43
18 2000 bahamas cash claim going live operator opt speak txt ur,spam,63
10 150p 4t 81151 customer hi loyalty mobile new offer start tc txt txtauction word,spam,82
1000 150ppm 18 claim code competition congratulations cs draw just prize sms stop ve week winner won,spam,100
08000930705 750 anytime camcorder contact delivery fone half hit mins network new nokia offer phone price rental reply tried video wed,spam,134
150p bt direct dogging ec2a join laid largest locations moan mob msg network nt real sent tonight txting uk ur want,spam,115
added free mobile o2 service specially welcome,spam,46
3mins awarded cds congratulations cs gift guaranteed net records ts ur www yrs,spam,78
08702840625 3qxj9 5we 9ae charge comuk credits extra goto help inclusive ip4 login net pls po services sms stop text unsubscribe www,spam,132
86021 auction bid brand care current customer free join new nokia send sms today txt,spam,84
150p asked contact dating guess know pobox revealed service,spam,59
18 daily days euro2004 informed kept latest news results send stop unsubscribe,spam,78
contact dating know landline mobile service trying,spam,50
150 750 anytime contact delivery free mins network new offer phone pounds reply text tomorrow tried video want week,spam,115
